,Unnamed: 0,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label,rationale_binary
283,283,r2-0019672,"[1, 18101, 852, 8352, 1013, 263, 321, 260, 584, 481, 20538, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Needs', 'major', 'renovation', 'inside', 'and', 'out.', 'i', 'am', 'pissed']","['Needs', 'major', 'renovation', 'inside', 'and', 'out.', 'i', 'am', 'pissed']","[0.3926301020318076, 0.29847374000977756, 0.39190620305566415, 0.3927803589400285, 0.4931509147606996, 0.4438505716940754, 0.709001442395811, 0.4120351096901687, 0.33391737502186875]",negative,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
284,284,r2-0019674,"[1, 367, 1255, 290, 5772, 266, 353, 1099, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You', 'gave', 'your', 'competitors', 'a', 'new', 'customer.']","['You', 'gave', 'your', 'competitors', 'a', 'new', 'customer.']","[0.4246431679649613, 0.3750525176662284, 0.3903800996704486, 0.39612309646447086, 0.44847101043515936, 0.34217968699633716, 0.3778517415803092]",negative,"[1, 0, 0, 0, 1, 0, 0]"
285,285,r2-0019675,"[1, 1876, 702, 280, 297, 472, 484, 3219, 272, 8147, 334, 3185, 645, 302, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Who', ""doesn't"", 'love', 'free', 'cake', 'that', 'tastes', 'like', 'cat', 'food?']","['Who', ""doesn't"", 'love', 'free', 'cake', 'that', 'tastes', 'like', 'cat', 'food?']","[0.5015451120506123, 0.4586059348324947, 0.4176820986674151, 0.3800946312264088, 0.40128144987612807, 0.3800193233057454, 0.41319798536584523, 0.37809146234922253, 0.4698589677669241, 0.3539909719706524]",negative,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
286,286,r2-0019676,"[1, 279, 7653, 295, 365, 299, 597, 1302, 265, 2770, 6265, 3207, 2448, 334, 112725, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'chef', 'can', 'make', 'an', 'old', 'piece', 'of', 'tough', 'shoe', 'leather', 'taste', 'like', 'ribeye.']","['The', 'chef', 'can', 'make', 'an', 'old', 'piece', 'of', 'tough', 'shoe', 'leather', 'taste', 'like', 'ribeye.']","[0.7500399376251314, 0.4508434469870853, 0.34278693138837474, 0.41459621302930755, 0.49640227752873045, 0.3823409366932484, 0.3936239303323072, 0.40072011087130877, 0.3321316410879951, 0.37929049121525277, 0.3904265728876084, 0.39921014712356445, 0.31728620214867365, 0.4756718771544185]",positive,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
287,287,r2-0019678,"[1, 273, 519, 262, 3110, 272, 332, 13832, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'got', 'the', 'ends', 'that', 'were', 'burnt.']","['I', 'got', 'the', 'ends', 'that', 'were', 'burnt.']","[0.4154176123258107, 0.4063009735380936, 0.4800234675552917, 0.4064073222341437, 0.3700354736313895, 0.4062907322053682, 0.41021869622627205]",negative,"[1, 0, 1, 0, 0, 0, 0]"
288,288,r2-0019682,"[1, 279, 5239, 281, 489, 277, 308, 522, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'servers', 'are', 'always', 'on', 'their', 'game.']","['The', 'servers', 'are', 'always', 'on', 'their', 'game.']","[0.5662565755251844, 0.4058437232494875, 0.40328455092457405, 0.3813784983021477, 0.409712124761625, 0.39135634548896486, 0.38666324758696446]",neutral,"[1, 0, 0, 0, 1, 0, 0]"
289,289,r2-0019683,"[1, 363, 261, 291, 470, 269, 298, 779, 270, 351, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['no,', 'this', 'place', 'is', 'not', 'special', 'for', 'me']","['no,', 'this', 'place', 'is', 'not', 'special', 'for', 'me']","[0.41497231738080753, 0.5800962388552202, 0.464906013151869, 0.373360600345845, 0.45872370464095186, 0.3612192923519759, 0.42478164252492, 0.41575820004096264]",neutral,"[0, 1, 1, 0, 0, 0, 0, 0]"
290,290,r2-0019685,"[1, 287, 1325, 330, 266, 5380, 4144, 285, 279, 1588, 271, 1285, 271, 8265, 3776, 284, 6365, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['(It', 'had', 'a', 'pleasant', 'kick)', 'The', 'bar-b-que', 'sauce', 'was', 'superb.']","['(It', 'had', 'a', 'pleasant', 'kick)', 'The', 'bar-b-que', 'sauce', 'was', 'superb.']","[0.6344669059183007, 0.44030290720929405, 0.4090852691573235, 0.5692752980932081, 0.411237534161233, 0.3971184808621324, 0.6418264292033506, 0.6776668682741118, 0.4113565708266803, 0.46456009828288336]",positive,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
291,291,r2-0019687,"[1, 2300, 8475, 538, 267, 2536, 269, 266, 516, 283, 1358, 271, 547, 14037, 372, 350, 2089, 501, 1882, 260, 325, 269, 266, 7417, 487, 322, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Online', 'reservation', 'days', 'in', 'advance', 'is', 'a', 'must', 'as', 'walk-in', 'patrons', 'may', 'get', 'welcome', 'another', 'evening.', 'It', 'is', 'a', 'horrible', 'set', 'up.']","['Online', 'reservation', 'days', 'in', 'advance', 'is', 'a', 'must', 'as', 'walk-in', 'patrons', 'may', 'get', 'welcome', 'another', 'evening.', 'It', 'is', 'a', 'horrible', 'set', 'up.']","[0.5237839259198066, 0.40862516758944234, 0.37435525572199646, 0.5091853684978263, 0.4709081743971988, 0.6044753472524687, 0.7677082480447428, 0.5515640029678515, 0.44107098062377026, 0.46033575746848904, 0.5170130152911109, 0.4272904112200806, 0.40854909689554275, 0.35839060385695937, 0.39083758062360413, 0.4120133662985587, 0.3504140147452592, 0.40089036592732064, 1.0554887771275312, 0.5367740212948886, 0.5945671373762048, 0.719750932585273]",negative,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
292,292,r2-0019688,"[1, 918, 5726, 315, 1441, 298, 264, 1916, 262, 498, 2011, 401, 278, 284, 7648, 263, 296, 282, 10370, 15891, 337, 274, 418, 280, 297, 15273, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['John', 'advised', 'his', 'son', 'not', 'to', 'enter', 'the', 'next', 'street', 'because', 'it', 'was', 'banned', 'and', 'will', 'be', 'severely', 'punished', 'if', 'you', ""don't"", 'obey']","['John', 'advised', 'his', 'son', 'not', 'to', 'enter', 'the', 'next', 'street', 'because', 'it', 'was', 'banned', 'and', 'will', 'be', 'severely', 'punished', 'if', 'you', ""don't"", 'obey']","[0.47219136407242285, 0.47515527979927563, 0.4521863838434395, 0.4366938162439451, 0.37621805335226727, 0.5767631625282992, 0.4583397110324139, 0.788215594961847, 0.45260965674406106, 0.42825083366406097, 0.47295249039653997, 0.5268437879687855, 0.596119289823028, 0.5451675225705086, 0.7517028246945877, 0.5347538350307789, 0.42246634049963533, 0.3431753315539956, 0.48718236623079353, 0.4272471416928088, 0.48417416184235823, 0.4802352670055416, 0.49960822720101866]",neutral,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
293,293,r2-0019690,"[1, 790, 584, 8186, 262, 1129, 265, 446, 422, 379, 400, 261, 515, 273, 481, 15537, 264, 262, 426, 645, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Now', 'i', 'regret', 'the', 'decision', 'of', 'going', 'here', 'very', 'much,', 'since', 'I', 'am', 'addicted', 'to', 'the', 'great', 'food.']","['Now', 'i', 'regret', 'the', 'decision', 'of', 'going', 'here', 'very', 'much,', 'since', 'I', 'am', 'addicted', 'to', 'the', 'great', 'food.']","[0.5435916417787142, 0.5035607742575339, 0.5549400535400728, 0.661109797722976, 0.4515752804900787, 0.4601045285931994, 0.3986753934566106, 0.38033221698257297, 0.37756204121862524, 0.38265139702999734, 0.7636467795330253, 0.47458913435594313, 0.4418013745939107, 0.41019709786796466, 0.5686629630608706, 0.48275540443739445, 0.6898601318446621, 0.4107232799874228]",positive,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
294,294,r2-0019692,"[1, 279, 15038, 15038, 1150, 280, 297, 966, 261, 402, 651, 273, 428, 306, 280, 415, 348, 519, 266, 610, 3501, 265, 278, 2386, 267, 262, 7418, 305, 661, 260, 325, 284, 7417, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'tar', 'tar', ""wasn't"", 'bad,', 'even', 'though', 'I', 'think', ""they've"", 'just', 'got', 'a', 'big', 'bowl', 'of', 'it', 'sitting', 'in', 'the', 'fridge', 'all', 'night.', 'It', 'was', 'horrible.']","['The', 'tar', 'tar', ""wasn't"", 'bad,', 'even', 'though', 'I', 'think', ""they've"", 'just', 'got', 'a', 'big', 'bowl', 'of', 'it', 'sitting', 'in', 'the', 'fridge', 'all', 'night.', 'It', 'was', 'horrible.']","[1.018654290817702, 0.44619972841082006, 0.41438911142262347, 0.5098166781764163, 0.5251456482923134, 0.40079587855270216, 0.4212613358962988, 0.8871332812446994, 0.4531717989565236, 0.4866077885433279, 0.43394008544861984, 0.4161846638975228, 0.568490350847459, 0.5737623974044308, 0.5290085800378185, 0.40298100959077837, 0.5247934530962814, 0.7367803201564562, 0.40698339659987226, 0.5450580995273441, 0.5217647209040448, 0.5132365458434052, 0.4345905145102182, 0.6053861319534546, 0.8202667631575976, 0.6061924641782427]",negative,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]"
295,295,r2-0019693,"[1, 486, 262, 12386, 590, 280, 297, 3753, 261, 262, 26782, 357, 272, 278, 284, 266, 12386, 265, 77428, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['When', 'the', 'pitcher', ""didn't"", 'arrive,', 'the', 'waitress', 'said', 'that', 'it', 'was', 'a', 'pitcher', 'of', 'Sapporo.']","['When', 'the', 'pitcher', ""didn't"", 'arrive,', 'the', 'waitress', 'said', 'that', 'it', 'was', 'a', 'pitcher', 'of', 'Sapporo.']","[0.5016770488314807, 0.6078361927554395, 0.46505186292962497, 0.4408689044012696, 0.42321709004990327, 0.35833060280825024, 0.43713547995056246, 0.7260124486956993, 0.6418606223287474, 0.5028092316777963, 0.47400967082381523, 0.48923660241090194, 0.533613470423017, 0.5803435458443088, 0.6098969739890342]",neutral,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
296,296,r2-0019696,"[1, 471, 397, 9119, 261, 304, 277, 6047, 275, 8836, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['So', 'good', 'tasting,', 'but', 'on', 'par', 'with', 'Montreal.']","['So', 'good', 'tasting,', 'but', 'on', 'par', 'with', 'Montreal.']","[0.3973598597728274, 0.35846759679756285, 0.4462455161395799, 0.5225208288218922, 0.4411587042822307, 0.4024206600856843, 0.46467522171148284, 0.40166620880331155]",positive,"[0, 0, 0, 1, 0, 0, 1, 0]"
297,297,r2-0019698,"[1, 273, 700, 396, 264, 262, 2213, 260, 273, 284, 20538, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'went', 'back', 'to', 'the', 'restaurant.', 'I', 'was', 'pissed.']","['I', 'went', 'back', 'to', 'the', 'restaurant.', 'I', 'was', 'pissed.']","[0.44908782724868634, 0.40818307699902734, 0.43547336744500664, 0.4694277824168091, 0.5388569632475516, 0.390072991103865, 0.6692869233332772, 0.38503523403033646, 0.39377357169682087]",negative,"[0, 0, 0, 1, 1, 0, 1, 0, 0]"
298,298,r2-0019699,"[1, 273, 700, 264, 26556, 401, 273, 1053, 262, 397, 1078, 277, 1005, 40646, 263, 284, 13344, 4979, 300, 1344, 1673, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'went', 'to', 'Chill', 'because', 'I', 'saw', 'the', 'good', 'review', 'on', 'happycow', 'and', 'was', 'VERY', 'impressed!', 'highly', 'recommend']","['I', 'went', 'to', 'Chill', 'because', 'I', 'saw', 'the', 'good', 'review', 'on', 'happycow', 'and', 'was', 'VERY', 'impressed!', 'highly', 'recommend']","[0.5210727912500766, 0.39959821218951963, 0.44635338541695857, 0.34611610818309896, 0.40289995873726353, 0.3975293172336179, 0.4020371896400718, 0.7175441458818391, 0.40836817746237686, 0.49196483183526407, 0.4408214948820384, 0.3645514086265822, 0.4204003612272572, 0.6806847089312589, 0.5569889978785825, 0.38922123461827757, 0.4897312958729181, 0.7349460631539808]",positive,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]"
299,299,r2-0019703,"[1, 4471, 273, 280, 415, 1367, 338, 286, 331, 1850, 1576, 263, 2968, 337, 262, 7653, 330, 619, 359, 688, 4337, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Everything', ""I've"", 'tried', 'would', 'have', 'been', 'super', 'fresh', 'and', 'delicious', 'if', 'the', 'chef', 'had', 'done', 'its', 'job', 'correctly.']","['Everything', ""I've"", 'tried', 'would', 'have', 'been', 'super', 'fresh', 'and', 'delicious', 'if', 'the', 'chef', 'had', 'done', 'its', 'job', 'correctly.']","[0.6175313281906486, 0.4874726706717435, 0.46605281313604036, 0.4521710975446538, 0.4727436116778544, 0.4938261332445397, 0.48271210231474154, 0.4923773178923924, 0.3620654145686817, 0.4103919368720477, 0.6252820454770976, 0.5140476305247511, 0.4255739596232582, 0.6962573004553129, 0.4866030446810426, 0.4493990286302086, 0.5208877032670349, 0.5072991868704696]",negative,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]"
300,300,r2-0019704,"[1, 279, 9210, 332, 379, 261, 379, 371, 619, 270, 266, 30529, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'portions', 'were', 'very,', 'very', 'well', 'done', 'for', 'a', 'snail']","['The', 'portions', 'were', 'very,', 'very', 'well', 'done', 'for', 'a', 'snail']","[0.6203188436701951, 0.38272513369235284, 0.40686525294424514, 0.4190184833747166, 0.5642180697902985, 0.4309819104421788, 0.4658355153825012, 0.507021442689635, 0.4345279544066199, 0.4789475482081255]",positive,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
301,301,r2-0019707,"[1, 273, 2223, 308, 4048, 3501, 260, 379, 1085, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'enjoyed', 'their', 'rice', 'bowl.', 'very', 'nice']","['I', 'enjoyed', 'their', 'rice', 'bowl.', 'very', 'nice']","[0.3816295180830687, 0.3564707569172125, 0.3445528348180799, 0.3670015687936803, 0.3616446709304252, 0.6072797729267183, 0.2992869317722583]",positive,"[1, 0, 0, 0, 0, 1, 0]"
302,302,r2-0019708,"[1, 345, 364, 2564, 422, 401, 343, 284, 363, 399, 995, 264, 424, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We', 'only', 'stopped', 'here', 'because', 'there', 'was', 'no', 'where', 'else', 'to', 'go.']","['We', 'only', 'stopped', 'here', 'because', 'there', 'was', 'no', 'where', 'else', 'to', 'go.']","[0.45850249253425424, 0.3363856593068868, 0.4035117130109354, 0.37443247931898754, 0.4000624754595026, 0.47068654335157417, 0.47224154336522384, 0.47912633565156315, 0.5260945563943645, 0.44486836098259497, 0.45201464046937845, 0.41727900470509416]",neutral,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
